FEATURE,MICRO-FEATURE,TRIGGER,event,feature.name,feature.type,step.name,step.index,step.type,step.success,interaction.name,interaction.value,message.type,message.name,message.code,
,,,,,,,,,,,,,,
Contas,Debito Automatico - Desativacao,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','direct-debt-deactivation','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Debito Automatico - Desativacao,No momento que a operação falhar a execução,'interface-message','direct-debt-deactivation','bills',-,-,-,false,-,-,'error','string','string'
Contas,Endereco de Envio,No carregamento da página,'feature-step','address-change','bills','home',1,'initial',false,-,-,-,-,-
Contas,Endereco de Envio,"Clique em ""Alterar endereço""",'feature-interaction','address-change','bills','home',1,'initial',false,'change-address','next',-,-,-
Contas,Endereco de Envio,No carregamento da página,'feature-step','address-change','bills','search-address',2,'intermediary',false,-,-,-,-,-
Contas,Endereco de Envio,Clique para continuar (após digitar endereço),'feature-interaction','address-change','bills','search-address',2,'intermediary',false,'confirm','next',-,-,-
Contas,Endereco de Envio,No carregamento da página,'feature-step','address-change','bills','confirm-address',3,'intermediary',false,-,-,-,-,-
Contas,Endereco de Envio,Clique para confirmar endereço,'feature-interaction','address-change','bills','confirm-address',3,'intermediary',false,'confirm','next',-,-,-
Contas,Endereco de Envio,No carregamento da página,'feature-step','address-change','bills','success',4,'completion',true,-,-,-,-,-
Contas,Endereco de Envio,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','address-change','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Endereco de Envio,No momento que a operação falhar a execução,'interface-message','address-change','bills',-,-,-,false,-,-,'error','string','string'
Contas,Desbloqueio de Linha,No carregamento da página,'feature-step','line-unlock','bills','confirm-deactivation',1,'intermediary',false,-,-,-,-,-
Contas,Desbloqueio de Linha,Clique para confirmar pagamento,'feature-interaction','line-unlock','bills','confirm-deactivation',1,'intermediary',false,'confirm','next',-,-,-
Contas,Desbloqueio de Linha,No carregamento da página,'feature-step','line-unlock','bills','success',2,'completion',true,-,-,-,-,-
Contas,Desbloqueio de Linha,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','line-unlock','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Desbloqueio de Linha,No momento que a operação falhar a execução,'interface-message','line-unlock','bills',-,-,-,false,-,-,'error','string','string'
Contas,Enenda sua Conta,No carregamento da página,'feature-step','understand-your-bill','bills','home',1,'initial',false,-,-,-,-,-
Contas,Bancos Conveniados,No carregamento da página,'feature-step','affiliated-companies','bills','home',1,'initial',false,-,-,-,-,-
Contas,Termo de Quitacao,No carregamento da página,'feature-step','acquittance','bills','home',1,'initial',false,-,-,-,-,-
Contas,Termo de Quitacao,Clique para confirmar ou cancelar termo de quitação,'feature-interaction','acquittance','bills','home',1,'initial',false,'to-active','next' | 'cancel',-,-,-
Contas,Termo de Quitacao,No carregamento da página,'feature-step','acquittance','bills','receive-option',2,'intermediary',false,-,-,-,-,-
Contas,Termo de Quitacao,Clique para confirmar ou voltar,'feature-interaction','acquittance','bills','receive-option',2,'intermediary',false,'confirm','next' | 'cancel',-,-,-
Contas,Termo de Quitacao,No carregamento da página,'feature-step','acquittance','bills','reference-year',3,'intermediary',false,-,-,-,-,-
Contas,Termo de Quitacao,Clique para confirmar ou voltar,'feature-interaction','acquittance','bills','reference-year',3,'intermediary',false,'confirm','next' | 'cancel',-,-,-
Contas,Termo de Quitacao,No carregamento da página,'feature-step','acquittance','bills','success',4,'completion',true,-,-,-,-,-
Contas,Termo de Quitacao,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','acquittance','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Termo de Quitacao,No momento que a operação falhar a execução,'interface-message','acquittance','bills',-,-,-,false,-,-,'error','string','string'
Contas,Acordos - Fixo,No carregamento da página,'feature-step','agreements','bills','home',1,'initial',false,-,-,-,-,-
Contas,Acordos - Fixo,"Clique para imprimir, visualizar ou enviar acordo por email",'feature-interaction','agreements','bills','home',1,'initial',false,'to-choose','to-print' | 'to-view' | 'to-send',-,-,-
Contas,Acordos - Fixo,No carregamento da página,'feature-step','agreements','bills',send-by-email',2,'intermediary',false,-,-,-,-,-
Contas,Acordos - Fixo,Clique para enviar,'feature-interaction','agreements','bills','send-by-email',2,'intermediary',false,'send-by-email','next',-,-,-
Contas,Acordos - Fixo,No carregamento da página,'feature-step','agreements','bills','success',3,'completion',true,-,-,-,-,-
Contas,Acordos - Fixo,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','agreements','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Acordos - Fixo,No momento que a operação falhar a execução,'interface-message','agreements','bills',-,-,-,false,-,-,'error','string','string'
Contas,Alterar Vencimento - Fixo,Clique para acessar chat,'feature-interaction','change-due','bills','confirm-deactivation',1,'intermediary',false,-,-,-,-,-
Contas,Alterar Vencimento - Fixo,No carregamento da página,'feature-step','change-due','bills','confirm-deactivation',1,'intermediary',false,'confirm','next',-,-,-
Contas,Alterar Vencimento - Fixo,No carregamento da página,'feature-step','change-due','bills','success',2,'completion',true,-,-,-,-,-
Contas,Alterar Vencimento - Fixo,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','change-due','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Alterar Vencimento - Fixo,No momento que a operação falhar a execução,'interface-message','change-due','bills',-,-,-,false,-,-,'error','string','string'
Contas,Conta Detalhada Pela Internet - Fixo,No carregamento da página,'feature-step','detailed-bill','bills','home',1,'initial',false,-,-,-,-,-
Contas,Conta Detalhada Pela Internet - Fixo,Clique para salvar contar ou cancelar,'feature-interaction','detailed-bill','bills','home',1,'initial',false,'options','save-bill' | 'cancel',-,-,-
Contas,Conta Detalhada Pela Internet - Fixo,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','detailed-bill','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Conta Detalhada Pela Internet - Fixo,No momento que a operação falhar a execução,'interface-message','detailed-bill','bills',-,-,-,false,-,-,'error','string','string'
Contas,Controle de Conta - Fixo,No carregamento da página,'feature-step','bill-control','bills','home',1,'initial',false,-,-,-,-,-
Contas,Controle de Conta - Fixo,Clique para salvar contar ou cancelar,'feature-interaction','bill-control','bills','home',1,'initial',false,'options','save-bill' | 'internet-bill',-,-,-
Contas,Controle de Conta - Fixo,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','bill-control','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Controle de Conta - Fixo,No momento que a operação falhar a execução,'interface-message','bill-control','bills',-,-,-,false,-,-,'error','string','string'
Contas,Contas Contestadas - Fixo,No carregamento da página,'feature-step','replied-bills','bills','home',1,'initial',false,-,-,-,-,-
Contas,Contas Contestadas - Fixo,Clique para acessar chat,'feature-interaction','replied-bills','bills','home',1,'initial',false,'options','access-chat',-,-,-
Contas,Contas Contestadas - Fixo,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','replied-bills','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Contas Contestadas - Fixo,No momento que a operação falhar a execução,'interface-message','replied-bills','bills',-,-,-,false,-,-,'error','string','string'
